category,group,name,name,default,shortDesc,longDesc,type,max,min,units,decimalPlaces,values,rebootRequired,bitmask,volatile,increment
Standard,MAVLink,MAV_1_FLOW_CTRL,MAV_1_FLOW_CTRL,2,Enable serial flow control for instance 1,This is used to force flow control on or off for the the mavlink instance. By default it is auto detected. Use when auto detection fails.,Int32,,,,,"[{'description': 'Force off', 'value': 0}, {'description': 'Force on', 'value': 1}, {'description': 'Auto-detected', 'value': 2}]",TRUE,,FALSE,
Standard,MAVLink,MAV_1_FORWARD,MAV_1_FORWARD,0,Enable MAVLink Message forwarding for instance 1,"If enabled, forward incoming MAVLink messages to other MAVLink ports if the message is either broadcast or the target is not the autopilot. This allows for example a GCS to talk to a camera that is connected to the autopilot via MAVLink (on a different link than the GCS).",Int32,,,,,"[{'description': 'Disabled', 'value': 0}, {'description': 'Enabled', 'value': 1}]",TRUE,,FALSE,
Standard,MAVLink,MAV_1_HL_FREQ,MAV_1_HL_FREQ,0.015,Configures the frequency of HIGH_LATENCY2 stream for instance 1,"Positive real value that configures the transmission frequency of the HIGH_LATENCY2 stream for instance 1, configured in iridium mode. This parameter has no effect if the instance mode is different from iridium.",Float,50,0,Hz,3,,TRUE,,FALSE,0.001
Standard,MAVLink,MAV_1_MODE,MAV_1_MODE,2,MAVLink Mode for instance 1,The MAVLink Mode defines the set of streamed messages (for example the vehicle's attitude) and their sending rates.,Int32,,,,,"[{'description': 'Normal', 'value': 0}, {'description': 'Custom', 'value': 1}, {'description': 'Onboard', 'value': 2}, {'description': 'OSD', 'value': 3}, {'description': 'Magic', 'value': 4}, {'description': 'Config', 'value': 5}, {'description': 'Minimal', 'value': 7}, {'description': 'External Vision', 'value': 8}, {'description': 'Gimbal', 'value': 10}, {'description': 'Onboard Low Bandwidth', 'value': 11}, {'description': 'uAvionix', 'value': 12}]",TRUE,,FALSE,
Standard,MAVLink,MAV_1_RADIO_CTL,MAV_1_RADIO_CTL,1,Enable software throttling of mavlink on instance 1,"If enabled, MAVLink messages will be throttled according to `txbuf` field reported by radio_status. Requires a radio to send the mavlink message RADIO_STATUS.",Int32,,,,,"[{'description': 'Disabled', 'value': 0}, {'description': 'Enabled', 'value': 1}]",TRUE,,FALSE,
Standard,MAVLink,MAV_1_RATE,MAV_1_RATE,0,Maximum MAVLink sending rate for instance 1,"Configure the maximum sending rate for the MAVLink streams in Bytes/sec. If the configured streams exceed the maximum rate, the sending rate of each stream is automatically decreased. If this is set to 0 a value of half of the theoretical maximum bandwidth is used. This corresponds to baudrate/20 Bytes/s (baudrate/10 = maximum data rate on 8N1-configured links).",Int32,,0,B/s,,,TRUE,,FALSE,
Standard,MAVLink,MAV_1_REMOTE_PRT,MAV_1_REMOTE_PRT,0,MAVLink Remote Port for instance 1,"If ethernet enabled and selected as configuration for MAVLink instance 1, selected remote port will be set and used in MAVLink instance 1.",Int32,,,,,,TRUE,,FALSE,
Standard,MAVLink,MAV_1_UDP_PRT,MAV_1_UDP_PRT,0,MAVLink Network Port for instance 1,"If ethernet enabled and selected as configuration for MAVLink instance 1, selected udp port will be set and used in MAVLink instance 1.",Int32,,,,,,TRUE,,FALSE,
Standard,MAVLink,MAV_2_BROADCAST,MAV_2_BROADCAST,0,Broadcast heartbeats on local network for MAVLink instance 2,This allows a ground control station to automatically find the drone on the local network.,Int32,,,,,"[{'description': 'Never broadcast', 'value': 0}, {'description': 'Always broadcast', 'value': 1}, {'description': 'Only multicast', 'value': 2}]",FALSE,,FALSE,
Standard,MAVLink,MAV_2_FLOW_CTRL,MAV_2_FLOW_CTRL,2,Enable serial flow control for instance 2,This is used to force flow control on or off for the the mavlink instance. By default it is auto detected. Use when auto detection fails.,Int32,,,,,"[{'description': 'Force off', 'value': 0}, {'description': 'Force on', 'value': 1}, {'description': 'Auto-detected', 'value': 2}]",TRUE,,FALSE,
Standard,MAVLink,MAV_2_FORWARD,MAV_2_FORWARD,0,Enable MAVLink Message forwarding for instance 2,"If enabled, forward incoming MAVLink messages to other MAVLink ports if the message is either broadcast or the target is not the autopilot. This allows for example a GCS to talk to a camera that is connected to the autopilot via MAVLink (on a different link than the GCS).",Int32,,,,,"[{'description': 'Disabled', 'value': 0}, {'description': 'Enabled', 'value': 1}]",TRUE,,FALSE,
Standard,MAVLink,MAV_2_HL_FREQ,MAV_2_HL_FREQ,0.015,Configures the frequency of HIGH_LATENCY2 stream for instance 2,"Positive real value that configures the transmission frequency of the HIGH_LATENCY2 stream for instance 2, configured in iridium mode. This parameter has no effect if the instance mode is different from iridium.",Float,50,0,Hz,3,,TRUE,,FALSE,0.001
Standard,MAVLink,MAV_2_MODE,MAV_2_MODE,0,MAVLink Mode for instance 2,The MAVLink Mode defines the set of streamed messages (for example the vehicle's attitude) and their sending rates.,Int32,,,,,"[{'description': 'Normal', 'value': 0}, {'description': 'Custom', 'value': 1}, {'description': 'Onboard', 'value': 2}, {'description': 'OSD', 'value': 3}, {'description': 'Magic', 'value': 4}, {'description': 'Config', 'value': 5}, {'description': 'Minimal', 'value': 7}, {'description': 'External Vision', 'value': 8}, {'description': 'Gimbal', 'value': 10}, {'description': 'Onboard Low Bandwidth', 'value': 11}, {'description': 'uAvionix', 'value': 12}]",TRUE,,FALSE,
Standard,MAVLink,MAV_2_RADIO_CTL,MAV_2_RADIO_CTL,1,Enable software throttling of mavlink on instance 2,"If enabled, MAVLink messages will be throttled according to `txbuf` field reported by radio_status. Requires a radio to send the mavlink message RADIO_STATUS.",Int32,,,,,"[{'description': 'Disabled', 'value': 0}, {'description': 'Enabled', 'value': 1}]",TRUE,,FALSE,
Standard,MAVLink,MAV_2_RATE,MAV_2_RATE,0,Maximum MAVLink sending rate for instance 2,"Configure the maximum sending rate for the MAVLink streams in Bytes/sec. If the configured streams exceed the maximum rate, the sending rate of each stream is automatically decreased. If this is set to 0 a value of half of the theoretical maximum bandwidth is used. This corresponds to baudrate/20 Bytes/s (baudrate/10 = maximum data rate on 8N1-configured links).",Int32,,0,B/s,,,TRUE,,FALSE,
Standard,MAVLink,MAV_2_REMOTE_PRT,MAV_2_REMOTE_PRT,0,MAVLink Remote Port for instance 2,"If ethernet enabled and selected as configuration for MAVLink instance 2, selected remote port will be set and used in MAVLink instance 2.",Int32,,,,,,TRUE,,FALSE,
Standard,MAVLink,MAV_2_UDP_PRT,MAV_2_UDP_PRT,0,MAVLink Network Port for instance 2,"If ethernet enabled and selected as configuration for MAVLink instance 2, selected udp port will be set and used in MAVLink instance 2.",Int32,,,,,,TRUE,,FALSE,
Standard,MAVLink,MAV_COMP_ID,MAV_COMP_ID,1,MAVLink component ID,,Int32,250,1,,,,TRUE,,FALSE,
Standard,MAVLink,MAV_FWDEXTSP,MAV_FWDEXTSP,1,Forward external setpoint messages,If set to 1 incoming external setpoint messages will be directly forwarded to the controllers if in offboard control mode,Int32,,,,,"[{'description': 'Disabled', 'value': 0}, {'description': 'Enabled', 'value': 1}]",FALSE,,FALSE,
Standard,MAVLink,MAV_HASH_CHK_EN,MAV_HASH_CHK_EN,1,Parameter hash check,Disabling the parameter hash check functionality will make the mavlink instance stream parameters continuously.,Int32,,,,,"[{'description': 'Disabled', 'value': 0}, {'description': 'Enabled', 'value': 1}]",FALSE,,FALSE,
Standard,MAVLink,MAV_HB_FORW_EN,MAV_HB_FORW_EN,1,Heartbeat message forwarding,The mavlink heartbeat message will not be forwarded if this parameter is set to 'disabled'. The main reason for disabling heartbeats to be forwarded is because they confuse dronekit.,Int32,,,,,"[{'description': 'Disabled', 'value': 0}, {'description': 'Enabled', 'value': 1}]",FALSE,,FALSE,
Standard,MAVLink,MAV_PROTO_VER,MAV_PROTO_VER,0,MAVLink protocol version,,Int32,,,,,"[{'description': 'Default to 1, switch to 2 if GCS sends version 2', 'value': 0}, {'description': 'Always use version 1', 'value': 1}, {'description': 'Always use version 2', 'value': 2}]",FALSE,,FALSE,
Standard,MAVLink,MAV_RADIO_TOUT,MAV_RADIO_TOUT,5,Timeout in seconds for the RADIO_STATUS reports coming in,"If the connected radio stops reporting RADIO_STATUS for a certain time, a warning is triggered and, if MAV_X_RADIO_CTL is enabled, the software-flow control is reset.",Int32,250,1,s,,,FALSE,,FALSE,
Standard,MAVLink,MAV_SIK_RADIO_ID,MAV_SIK_RADIO_ID,0,MAVLink SiK Radio ID,When non-zero the MAVLink app will attempt to configure the SiK radio to this ID and re-set the parameter to 0. If the value is negative it will reset the complete radio config to factory defaults. Only applies if this mavlink instance is going through a SiK radio,Int32,240,-1,,,,FALSE,,FALSE,
Standard,MAVLink,MAV_SYS_ID,MAV_SYS_ID,1,MAVLink system ID,,Int32,250,1,,,,TRUE,,FALSE,
Standard,MAVLink,MAV_TYPE,MAV_TYPE,0,MAVLink airframe type,,Int32,22,0,,,"[{'description': 'Generic micro air vehicle', 'value': 0}, {'description': 'Fixed wing aircraft', 'value': 1}, {'description': 'Quadrotor', 'value': 2}, {'description': 'Coaxial helicopter', 'value': 3}, {'description': 'Normal helicopter with tail rotor', 'value': 4}, {'description': 'Airship, controlled', 'value': 7}, {'description': 'Free balloon, uncontrolled', 'value': 8}, {'description': 'Ground rover', 'value': 10}, {'description': 'Surface vessel, boat, ship', 'value': 11}, {'description': 'Submarine', 'value': 12}, {'description': 'Hexarotor', 'value': 13}, {'description': 'Octorotor', 'value': 14}, {'description': 'Tricopter', 'value': 15}, {'description': 'VTOL Two-rotor Tailsitter', 'value': 19}, {'description': 'VTOL Quad-rotor Tailsitter', 'value': 20}, {'description': 'VTOL Tiltrotor', 'value': 21}, {'description': 'VTOL Standard (separate fixed rotors for hover and cruise flight)', 'value': 22}, {'description': 'VTOL Tailsitter', 'value': 23}]",FALSE,,FALSE,
Standard,MAVLink,MAV_USEHILGPS,MAV_USEHILGPS,0,Use/Accept HIL GPS message even if not in HIL mode,If set to 1 incoming HIL GPS messages are parsed.,Int32,,,,,"[{'description': 'Disabled', 'value': 0}, {'description': 'Enabled', 'value': 1}]",FALSE,,FALSE,
Standard,Magnetometer Bias Estimator,MBE_ENABLE,MBE_ENABLE,1,Enable online mag bias calibration,This enables continuous calibration of the magnetometers before takeoff using gyro data.,Int32,,,,,"[{'description': 'Disabled', 'value': 0}, {'description': 'Enabled', 'value': 1}]",TRUE,,FALSE,
Standard,Magnetometer Bias Estimator,MBE_LEARN_GAIN,MBE_LEARN_GAIN,18,Mag bias estimator learning gain,Increase to make the estimator more responsive Decrease to make the estimator more robust to noise,Float,100,0.1,,1,,FALSE,,FALSE,0.1
Standard,Manual Control,MAN_ARM_GESTURE,MAN_ARM_GESTURE,1,Enable arm/disarm stick gesture,This determines if moving the left stick to the lower right arms and to the lower left disarms the vehicle.,Int32,,,,,"[{'description': 'Disabled', 'value': 0}, {'description': 'Enabled', 'value': 1}]",FALSE,,FALSE,
Standard,Manual Control,MAN_KILL_GEST_T,MAN_KILL_GEST_T,-1,Trigger time for kill stick gesture,The timeout for holding the left stick to the lower left and the right stick to the lower right at the same time until the gesture kills the actuators one-way. A negative value disables the feature.,Float,15,-1,s,2,,FALSE,,FALSE,
Standard,Mission,FW_GPSF_LT,FW_GPSF_LT,30,GPS failure loiter time,The time the system should do open loop loiter and wait for GPS recovery before it starts descending. Set to 0 to disable. Roll angle is set to FW_GPSF_R. Does only apply for fixed-wing vehicles or VTOLs with NAV_FORCE_VT set to 0.,Int32,3600,0,s,,,FALSE,,FALSE,
Standard,Mission,FW_GPSF_R,FW_GPSF_R,15,GPS failure fixed roll angle,Roll angle in GPS failure loiter mode.,Float,30,0,deg,1,,FALSE,,FALSE,0.5
Standard,Mission,MIS_DIST_1WP,MIS_DIST_1WP,10000,Maximal horizontal distance from current position to first waypoint,Failsafe check to prevent running mission stored from previous flight at a new takeoff location. Set a value of zero or less to disable. The mission will not be started if the current waypoint is more distant than MIS_DIST_1WP from the current position.,Float,10000,-1,m,1,,FALSE,,FALSE,100
Standard,Mission,MIS_LND_ABRT_ALT,MIS_LND_ABRT_ALT,30,Landing abort min altitude,Minimum altitude above landing point that the vehicle will climb to after an aborted landing. Then vehicle will loiter in this altitude until further command is received. Only applies to fixed-wing vehicles.,Int32,,0,m,,,FALSE,,FALSE,
Standard,Mission,MIS_MNT_YAW_CTL,MIS_MNT_YAW_CTL,0,Enable yaw control of the mount. (Only affects multicopters and ROI mission items),"If enabled, yaw commands will be sent to the mount and the vehicle will follow its heading towards the flight direction. If disabled, the vehicle will yaw towards the ROI.",Int32,1,0,,,"[{'description': 'Disable', 'value': 0}, {'description': 'Enable', 'value': 1}]",FALSE,,FALSE,
Standard,Mission,MIS_PD_TO,MIS_PD_TO,5,Timeout for a successful payload deployment acknowledgement,,Float,,0,s,1,,FALSE,,FALSE,1
Standard,Mission,MIS_TAKEOFF_ALT,MIS_TAKEOFF_ALT,2.5,Default take-off altitude,This is the relative altitude the system will take off to if not otherwise specified.,Float,,0,m,1,,FALSE,,FALSE,0.5
Standard,Mission,MIS_TKO_LAND_REQ,MIS_TKO_LAND_REQ,0,Mission takeoff/landing required,Specifies if a mission has to contain a takeoff and/or mission landing. Validity of configured takeoffs/landings is checked independently of the setting here.,Int32,,,,,"[{'description': 'No requirements', 'value': 0}, {'description': 'Require a takeoff', 'value': 1}, {'description': 'Require a landing', 'value': 2}, {'description': 'Require a takeoff and a landing', 'value': 3}, {'description': 'Require both a takeoff and a landing, or neither', 'value': 4}, {'description': 'Same as previous when landed, in-air require landing only if no valid VTOL approach is present', 'value': 5}]",FALSE,,FALSE,
Standard,Mission,MIS_YAW_ERR,MIS_YAW_ERR,12,Max yaw error in degrees needed for waypoint heading acceptance,,Float,90,0,deg,1,,FALSE,,FALSE,1
Standard,Mission,MIS_YAW_TMT,MIS_YAW_TMT,-1,Time in seconds we wait on reaching target heading at a waypoint if it is forced,If set > 0 it will ignore the target heading for normal waypoint acceptance. If the waypoint forces the heading the timeout will matter. For example on VTOL forwards transition. Mainly useful for VTOLs that have less yaw authority and might not reach target yaw in wind. Disabled by default.,Float,20,-1,s,1,,FALSE,,FALSE,1
Standard,Mission,MPC_YAW_MODE,MPC_YAW_MODE,0,Heading behavior in autonomous modes,,Int32,4,0,,,"[{'description': 'towards waypoint', 'value': 0}, {'description': 'towards home', 'value': 1}, {'description': 'away from home', 'value': 2}, {'description': 'along trajectory', 'value': 3}, {'description': 'towards waypoint (yaw first)', 'value': 4}, {'description': 'yaw fixed', 'value': 5}]",FALSE,,FALSE,
Standard,Mission,NAV_ACC_RAD,NAV_ACC_RAD,10,Acceptance Radius,"Default acceptance radius, overridden by acceptance radius of waypoint if set. For fixed wing the npfg switch distance is used for horizontal acceptance.",Float,200,0.05,m,1,,FALSE,,FALSE,0.5
Standard,Mission,NAV_FORCE_VT,NAV_FORCE_VT,1,Force VTOL mode takeoff and land,,Int32,,,,,"[{'description': 'Disabled', 'value': 0}, {'description': 'Enabled', 'value': 1}]",FALSE,,FALSE,
Standard,Mission,NAV_FW_ALTL_RAD,NAV_FW_ALTL_RAD,5,FW Altitude Acceptance Radius before a landing,Altitude acceptance used for the last waypoint before a fixed-wing landing. This is usually smaller than the standard vertical acceptance because close to the ground higher accuracy is required.,Float,200,0.05,m,1,,FALSE,,FALSE,
Standard,Mission,NAV_FW_ALT_RAD,NAV_FW_ALT_RAD,10,FW Altitude Acceptance Radius,Acceptance radius for fixedwing altitude.,Float,200,0.05,m,1,,FALSE,,FALSE,0.5
Standard,Mission,NAV_LOITER_RAD,NAV_LOITER_RAD,80,Loiter radius (FW only),Default value of loiter radius in FW mode (e.g. for Loiter mode).,Float,1000,25,m,1,,FALSE,,FALSE,0.5
Standard,Mission,NAV_MC_ALT_RAD,NAV_MC_ALT_RAD,0.8,MC Altitude Acceptance Radius,Acceptance radius for multicopter altitude.,Float,200,0.05,m,1,,FALSE,,FALSE,0.5
Standard,Mission,NAV_MIN_GND_DIST,NAV_MIN_GND_DIST,-1,Minimum height above ground during Mission and RTL,"Minimum height above ground the vehicle is allowed to descend to during Mission and RTL, excluding landing commands. Requires a distance sensor to be set up. Note: only prevents the vehicle from descending further, but does not force it to climb. Set to a negative value to disable.",Float,,-1,m,1,,FALSE,,FALSE,1
Standard,Mission,NAV_MIN_LTR_ALT,NAV_MIN_LTR_ALT,-1,Minimum Loiter altitude,"This is the minimum altitude above Home the system will always obey in Loiter (Hold) mode if switched into this mode without specifying an altitude (e.g. through Loiter switch on RC). Doesn't affect Loiters that are part of Missions or that are entered through a reposition setpoint (""Go to""). Set to a negative value to disable.",Float,,-1,m,1,,FALSE,,FALSE,0.5
Standard,Mission,NAV_TRAFF_AVOID,NAV_TRAFF_AVOID,1,Set traffic avoidance mode,Enabling this will allow the system to respond to transponder data from e.g. ADSB transponders,Int32,,,,,"[{'description': 'Disabled', 'value': 0}, {'description': 'Warn only', 'value': 1}, {'description': 'Return mode', 'value': 2}, {'description': 'Land mode', 'value': 3}, {'description': 'Position Hold mode', 'value': 4}]",FALSE,,FALSE,
Standard,Mission,NAV_TRAFF_A_HOR,NAV_TRAFF_A_HOR,500,Set NAV TRAFFIC AVOID horizontal distance,Defines a crosstrack horizontal distance,Float,,500,m,,,FALSE,,FALSE,
Standard,Mission,NAV_TRAFF_A_VER,NAV_TRAFF_A_VER,500,Set NAV TRAFFIC AVOID vertical distance,,Float,500,10,m,,,FALSE,,FALSE,
Standard,Mission,NAV_TRAFF_COLL_T,NAV_TRAFF_COLL_T,60,Estimated time until collision,Minimum acceptable time until collsion. Assumes constant speed over 3d distance.,Int32,900000000,1,s,,,FALSE,,FALSE,
Standard,Mixer Output,MC_AIRMODE,MC_AIRMODE,0,Multicopter air-mode,The air-mode enables the mixer to increase the total thrust of the multirotor in order to keep attitude and rate control even at low and high throttle. This function should be disabled during tuning as it will help the controller to diverge if the closed-loop is unstable (i.e. the vehicle is not tuned yet). Enabling air-mode for yaw requires the use of an arming switch.,Int32,,,,,"[{'description': 'Disabled', 'value': 0}, {'description': 'Roll/Pitch', 'value': 1}, {'description': 'Roll/Pitch/Yaw', 'value': 2}]",FALSE,,FALSE,
Standard,Mount,MNT_DO_STAB,MNT_DO_STAB,0,Stabilize the mount,"Set to true for servo gimbal, false for passthrough. This is required for a gimbal which is not capable of stabilizing itself and relies on the IMU's attitude estimation.",Int32,2,0,,,"[{'description': 'Disable', 'value': 0}, {'description': 'Stabilize all axis', 'value': 1}, {'description': 'Stabilize yaw for absolute/lock mode.', 'value': 2}]",FALSE,,FALSE,
Standard,Mount,MNT_LND_P_MAX,MNT_LND_P_MAX,90,Pitch maximum when landed,,Float,90,-90,deg,1,,FALSE,,FALSE,
Standard,Mount,MNT_LND_P_MIN,MNT_LND_P_MIN,-90,Pitch minimum when landed,,Float,90,-90,deg,1,,FALSE,,FALSE,
Standard,Mount,MNT_MAN_PITCH,MNT_MAN_PITCH,0,Auxiliary channel to control pitch (in AUX input or manual mode),,Int32,6,0,,,"[{'description': 'Disable', 'value': 0}, {'description': 'AUX1', 'value': 1}, {'description': 'AUX2', 'value': 2}, {'description': 'AUX3', 'value': 3}, {'description': 'AUX4', 'value': 4}, {'description': 'AUX5', 'value': 5}, {'description': 'AUX6', 'value': 6}]",FALSE,,FALSE,
Standard,Mount,MNT_MAN_ROLL,MNT_MAN_ROLL,0,Auxiliary channel to control roll (in AUX input or manual mode),,Int32,6,0,,,"[{'description': 'Disable', 'value': 0}, {'description': 'AUX1', 'value': 1}, {'description': 'AUX2', 'value': 2}, {'description': 'AUX3', 'value': 3}, {'description': 'AUX4', 'value': 4}, {'description': 'AUX5', 'value': 5}, {'description': 'AUX6', 'value': 6}]",FALSE,,FALSE,
Standard,Mount,MNT_MAN_YAW,MNT_MAN_YAW,0,Auxiliary channel to control yaw (in AUX input or manual mode),,Int32,6,0,,,"[{'description': 'Disable', 'value': 0}, {'description': 'AUX1', 'value': 1}, {'description': 'AUX2', 'value': 2}, {'description': 'AUX3', 'value': 3}, {'description': 'AUX4', 'value': 4}, {'description': 'AUX5', 'value': 5}, {'description': 'AUX6', 'value': 6}]",FALSE,,FALSE,
Standard,Mount,MNT_MAV_COMPID,MNT_MAV_COMPID,154,Mavlink Component ID of the mount,"If MNT_MODE_OUT is MAVLink protocol v2, mount configure/control commands will be sent with this component ID.",Int32,,,,,,FALSE,,FALSE,
Standard,Mount,MNT_MAV_SYSID,MNT_MAV_SYSID,1,Mavlink System ID of the mount,"If MNT_MODE_OUT is MAVLink gimbal protocol v1, mount configure/control commands will be sent with this target ID.",Int32,,,,,,FALSE,,FALSE,
Standard,Mount,MNT_MODE_IN,MNT_MODE_IN,-1,Mount input mode,"This is the protocol used between the ground station and the autopilot. Recommended is Auto, RC only or MAVLink gimbal protocol v2. The rest will be deprecated.",Int32,4,-1,,,"[{'description': 'DISABLED', 'value': -1}, {'description': 'Auto (RC and MAVLink gimbal protocol v2)', 'value': 0}, {'description': 'RC', 'value': 1}, {'description': 'MAVLINK_ROI (protocol v1, to be deprecated)', 'value': 2}, {'description': 'MAVLINK_DO_MOUNT (protocol v1, to be deprecated)', 'value': 3}, {'description': 'MAVlink gimbal protocol v2', 'value': 4}]",TRUE,,FALSE,
Standard,Mount,MNT_MODE_OUT,MNT_MODE_OUT,0,Mount output mode,This is the protocol used between the autopilot and a connected gimbal. Recommended is the MAVLink gimbal protocol v2 if the gimbal supports it.,Int32,2,0,,,"[{'description': 'AUX', 'value': 0}, {'description': 'MAVLink gimbal protocol v1', 'value': 1}, {'description': 'MAVLink gimbal protocol v2', 'value': 2}]",TRUE,,FALSE,
Standard,Mount,MNT_OFF_PITCH,MNT_OFF_PITCH,0,Offset for pitch channel output in degrees,,Float,360,-360,deg,1,,FALSE,,FALSE,
Standard,Mount,MNT_OFF_ROLL,MNT_OFF_ROLL,0,Offset for roll channel output in degrees,,Float,360,-360,deg,1,,FALSE,,FALSE,
Standard,Mount,MNT_OFF_YAW,MNT_OFF_YAW,0,Offset for yaw channel output in degrees,,Float,360,-360,deg,1,,FALSE,,FALSE,
Standard,Mount,MNT_RANGE_PITCH,MNT_RANGE_PITCH,90,Range of pitch channel output in degrees (only in AUX output mode),,Float,720,1,deg,1,,FALSE,,FALSE,
Standard,Mount,MNT_RANGE_ROLL,MNT_RANGE_ROLL,90,Range of roll channel output in degrees (only in AUX output mode),,Float,720,1,deg,1,,FALSE,,FALSE,
Standard,Mount,MNT_RANGE_YAW,MNT_RANGE_YAW,360,Range of yaw channel output in degrees (only in AUX output mode),,Float,720,1,deg,1,,FALSE,,FALSE,
Standard,Mount,MNT_RATE_PITCH,MNT_RATE_PITCH,30,Angular pitch rate for manual input in degrees/second,Full stick input [-1..1] translats to [-pitch rate..pitch rate].,Float,90,1,deg/s,,,FALSE,,FALSE,
Standard,Mount,MNT_RATE_YAW,MNT_RATE_YAW,30,Angular yaw rate for manual input in degrees/second,Full stick input [-1..1] translats to [-yaw rate..yaw rate].,Float,90,1,deg/s,,,FALSE,,FALSE,
Standard,Mount,MNT_RC_IN_MODE,MNT_RC_IN_MODE,1,Input mode for RC gimbal input,,Int32,1,0,,,"[{'description': 'Angle', 'value': 0}, {'description': 'Angular rate', 'value': 1}]",FALSE,,FALSE,
Standard,Multicopter Acro Mode,MC_ACRO_EXPO,MC_ACRO_EXPO,0,"Acro mode roll, pitch expo factor",Exponential factor for tuning the input curve shape. 0 Purely linear input curve 1 Purely cubic input curve,Float,1,0,,2,,FALSE,,FALSE,
Standard,Multicopter Acro Mode,MC_ACRO_EXPO_Y,MC_ACRO_EXPO_Y,0,Acro mode yaw expo factor,Exponential factor for tuning the input curve shape. 0 Purely linear input curve 1 Purely cubic input curve,Float,1,0,,2,,FALSE,,FALSE,
Standard,Multicopter Acro Mode,MC_ACRO_P_MAX,MC_ACRO_P_MAX,100,Acro mode maximum pitch rate,Full stick deflection leads to this rate.,Float,1800,0,deg/s,1,,FALSE,,FALSE,5
Standard,Multicopter Acro Mode,MC_ACRO_R_MAX,MC_ACRO_R_MAX,100,Acro mode maximum roll rate,Full stick deflection leads to this rate.,Float,1800,0,deg/s,1,,FALSE,,FALSE,5
Standard,Multicopter Acro Mode,MC_ACRO_SUPEXPO,MC_ACRO_SUPEXPO,0,"Acro mode roll, pitch super expo factor","""Superexponential"" factor for refining the input curve shape tuned using MC_ACRO_EXPO. 0 Pure Expo function 0.7 reasonable shape enhancement for intuitive stick feel 0.95 very strong bent input curve only near maxima have effect",Float,0.95,0,,2,,FALSE,,FALSE,
Standard,Multicopter Acro Mode,MC_ACRO_SUPEXPOY,MC_ACRO_SUPEXPOY,0,Acro mode yaw super expo factor,"""Superexponential"" factor for refining the input curve shape tuned using MC_ACRO_EXPO_Y. 0 Pure Expo function 0.7 reasonable shape enhancement for intuitive stick feel 0.95 very strong bent input curve only near maxima have effect",Float,0.95,0,,2,,FALSE,,FALSE,
Standard,Multicopter Acro Mode,MC_ACRO_Y_MAX,MC_ACRO_Y_MAX,100,Acro mode maximum yaw rate,Full stick deflection leads to this rate.,Float,1800,0,deg/s,1,,FALSE,,FALSE,5
Standard,Multicopter Attitude Control,MC_PITCHRATE_MAX,MC_PITCHRATE_MAX,220,Max pitch rate,"Limit for pitch rate in manual and auto modes (except acro). Has effect for large rotations in autonomous mode, to avoid large control output and mixer saturation. This is not only limited by the vehicle's properties, but also by the maximum measurement rate of the gyro.",Float,1800,0,deg/s,1,,FALSE,,FALSE,5
Standard,Multicopter Attitude Control,MC_PITCH_P,MC_PITCH_P,6.5,Pitch P gain,"Pitch proportional gain, i.e. desired angular speed in rad/s for error 1 rad.",Float,12,0,,2,,FALSE,,FALSE,0.1
Standard,Multicopter Attitude Control,MC_ROLLRATE_MAX,MC_ROLLRATE_MAX,220,Max roll rate,"Limit for roll rate in manual and auto modes (except acro). Has effect for large rotations in autonomous mode, to avoid large control output and mixer saturation. This is not only limited by the vehicle's properties, but also by the maximum measurement rate of the gyro.",Float,1800,0,deg/s,1,,FALSE,,FALSE,5
Standard,Multicopter Attitude Control,MC_ROLL_P,MC_ROLL_P,6.5,Roll P gain,"Roll proportional gain, i.e. desired angular speed in rad/s for error 1 rad.",Float,12,0,,2,,FALSE,,FALSE,0.1
Standard,Multicopter Attitude Control,MC_YAWRATE_MAX,MC_YAWRATE_MAX,200,Max yaw rate,,Float,1800,0,deg/s,1,,FALSE,,FALSE,5
Standard,Multicopter Attitude Control,MC_YAW_P,MC_YAW_P,2.8,Yaw P gain,"Yaw proportional gain, i.e. desired angular speed in rad/s for error 1 rad.",Float,5,0,,2,,FALSE,,FALSE,0.1
Standard,Multicopter Attitude Control,MC_YAW_WEIGHT,MC_YAW_WEIGHT,0.4,Yaw weight,"A fraction [0,1] deprioritizing yaw compared to roll and pitch in non-linear attitude control. Deprioritizing yaw is necessary because multicopters have much less control authority in yaw compared to the other axes and it makes sense because yaw is not critical for stable hovering or 3D navigation. For yaw control tuning use MC_YAW_P. This ratio has no impact on the yaw gain.",Float,1,0,,2,,FALSE,,FALSE,0.1
Standard,Multicopter Attitude Control,MPC_YAWRAUTO_ACC,MPC_YAWRAUTO_ACC,60,Maximum yaw acceleration in autonomous modes,Limits the acceleration of the yaw setpoint to avoid large control output and mixer saturation.,Float,360,5,deg/s^2,0,,FALSE,,FALSE,5
Standard,Multicopter Attitude Control,MPC_YAWRAUTO_MAX,MPC_YAWRAUTO_MAX,45,Maximum yaw rate in autonomous modes,Limits the rate of change of the yaw setpoint to avoid large control output and mixer saturation.,Float,360,5,deg/s,0,,FALSE,,FALSE,5
Standard,Multicopter Position Control,CP_DELAY,CP_DELAY,0.4,Average delay of the range sensor message plus the tracking delay of the position controller in seconds,Only used in Position mode.,Float,1,0,s,,,FALSE,,FALSE,
